USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
CA	06023000900	64325527	50890	24.836	0.02	40.8108091	-124.0303663                                                                                                                                       
CA	06023001001	2109365	41594	0.814	0.016	40.8657143	-124.0863615                                                                                                                                        
CA	06023001002	3364308	132	1.299	0.	40.8576023	-124.0778006                                                                                                                                             
CA	06023001102	7339176	0	2.834	0.	40.8925054	-124.0969908                                                                                                                                               
CA	06023001103	2293960	0	0.886	0.	40.8746741	-124.1004902                                                                                                                                               
CA	06023001200	652199907	1620018	251.816	0.625	40.6854195	-123.7505265                                                                                                                                  
CA	06023001300	41378690	41306506	15.976	15.949	40.8543026	-124.1579327                                                                                                                                  
CA	06023010102	2026392646	8710486	782.395	3.363	41.2739179	-123.886699                                                                                                                                  
CA	06023010200	623177039	37901766	240.61	14.634	41.1893421	-124.0324312                                                                                                                                 
CA	06023010300	648595033	1138906	250.424	0.44	40.9265216	-123.8880328                                                                                                                                   
CA	06023010400	36502826	2665631	14.094	1.029	40.9883255	-124.0865738                                                                                                                                    
CA	06023010502	29130108	193502	11.247	0.075	40.9356792	-124.0543999                                                                                                                                     
CA	06023010503	3500452	2345	1.352	0.001	40.9395325	-124.1063117                                                                                                                                         
CA	06023010504	6126318	765826	2.365	0.296	40.9377433	-124.1181345                                                                                                                                       
CA	06023010600	210803814	53387	81.392	0.021	40.7128114	-124.0475651                                                                                                                                     
CA	06023010701	18010426	77589	6.954	0.03	40.7354437	-124.1824622                                                                                                                                        
CA	06023010702	93628165	11822345	36.15	4.565	40.6856919	-124.1474514                                                                                                                                    
CA	06023010800	102199516	22953677	39.459	8.862	40.6530627	-124.2233155                                                                                                                                  
CA	06023010901	7120018	0	2.749	0.	40.5982901	-124.1377113                                                                                                                                               
CA	06023010902	1048724024	1050071	404.915	0.405	40.5020364	-123.7971626                                                                                                                                 
CA	06023011000	7158328	0	2.764	0.	40.5623863	-124.1339221                                                                                                                                               
CA	06023011100	301126426	4006469	116.266	1.547	40.4366309	-124.0525212                                                                                                                                  
CA	06023011200	995145606	30634563	384.228	11.828	40.3609851	-124.1963951                                                                                                                                
CA	06023011501	319200024	183588	123.244	0.071	40.1136833	-123.8592597                                                                                                                                   
CA	06023011502	564744955	8966860	218.049	3.462	40.1890259	-124.0091092                                                                                                                                  
CA	06023011600	1017866023	3425752	393.	1.323	40.2178542	-123.725331                                                                                                                                     
CA	06023940000	364418754	2369202	140.703	0.915	41.0933714	-123.6734422                                                                                                                                  
CA	06023990100	0	1061851402	0.	409.983	40.7517379	-124.247855                                                                                                                                           
CA	06025010101	379132997	954069	146.384	0.368	33.1874151	-115.462864                                                                                                                                    
CA	06025010102	233891839	189009524	90.306	72.977	33.2254028	-115.6086847                                                                                                                                
CA	06025010200	187539094	36114014	72.409	13.944	33.0633411	-115.6689803                                                                                                                                 
CA	06025010300	467742083	338212	180.596	0.131	32.9827303	-115.4711527                                                                                                                                   
CA	06025010401	2315112	0	0.894	0.	32.9924425	-115.5301178                                                                                                                                               
CA	06025010402	3859139	0	1.49	0.	32.9890045	-115.5177302                                                                                                                                                
CA	06025010500	3621844	0	1.398	0.	32.9875536	-115.5439843                                                                                                                                               
CA	06025010600	8583247	0	3.314	0.	32.964626	-115.5527716                                                                                                                                                
CA	06025010700	5585852	0	2.157	0.	32.966902	-115.5215128                                                                                                                                                
CA	06025010800	289980885	0	111.962	0.	32.7712283	-115.317678                                                                                                                                            
CA	06025010900	16189647	11902	6.251	0.005	32.8156455	-115.3745809                                                                                                                                       
CA	06025011001	168543998	59691	65.075	0.023	32.8747189	-115.556913                                                                                                                                      
CA	06025011002	11530640	0	4.452	0.	32.8433039	-115.5795365                                                                                                                                              
CA	06025011100	201633566	146453	77.851	0.057	32.7854809	-115.676565                                                                                                                                     
CA	06025011201	14446192	0	5.578	0.	32.8129716	-115.5677697                                                                                                                                              
CA	06025011202	1644488	0	0.635	0.	32.8019576	-115.5743123                                                                                                                                               
CA	06025011301	2591069	0	1.	0.	32.7306387	-115.5258769                                                                                                                                                  
CA	06025011302	16903614	0	6.527	0.	32.7739581	-115.5196697                                                                                                                                              
CA	06025011303	109205375	0	42.164	0.	32.7769902	-115.4889457                                                                                                                                            
CA	06025011400	3966373	21575	1.531	0.008	32.7938734	-115.5453184                                                                                                                                        
CA	06025011500	2040987	0	0.788	0.	32.7984501	-115.56134                                                                                                                                                 
CA	06025011600	2046740	0	0.79	0.	32.7871667	-115.561166                                                                                                                                                 
CA	06025011700	2004782	0	0.774	0.	32.7775147	-115.5571364                                                                                                                                               
CA	06025011801	3265947	0	1.261	0.	32.7832849	-115.5867423                                                                                                                                               
CA	06025011802	1729033	0	0.668	0.	32.7832984	-115.5741144                                                                                                                                               
CA	06025011803	12411877	23943	4.792	0.009	32.7625611	-115.5662146                                                                                                                                       
CA	06025011901	138563225	0	53.5	0.	32.6958857	-115.567709                                                                                                                                               
CA	06025011902	1057005	0	0.408	0.	32.6901911	-115.4892697                                                                                                                                               
CA	06025011903	84565125	0	32.651	0.	32.6988594	-115.3767021                                                                                                                                             
CA	06025012001	533364	0	0.206	0.	32.6687582	-115.4866991                                                                                                                                                
CA	06025012003	1669882	0	0.645	0.	32.6830985	-115.481137                                                                                                                                                
CA	06025012004	3248468	0	1.254	0.	32.674347	-115.4759194                                                                                                                                                
CA	06025012101	1235429	0	0.477	0.	32.6712318	-115.4960194                                                                                                                                               
CA	06025012102	1424997	0	0.55	0.	32.6814954	-115.4989928                                                                                                                                                
CA	06025012201	2169002	0	0.837	0.	32.6776062	-115.5099337                                                                                                                                               
CA	06025012202	3052369	0	1.179	0.	32.6700256	-115.5176302                                                                                                                                               
CA	06025012301	2371118116	0	915.494	0.	32.9323837	-115.9218655                                                                                                                                          
CA	06025012302	167944683	346057268	64.844	133.613	33.27526	-115.8770315                                                                                                                                 
CA	06025012400	5771544600	214373967	2228.406	82.77	33.200905	-115.1076072                                                                                                                               
CA	06025940000	114035553	3024509	44.029	1.168	32.7799834	-114.5840716                                                                                                                                   
CA	06027000100	818493002	1905386	316.022	0.736	37.3448147	-118.2425035                                                                                                                                  
CA	06027000200	1051934510	11433755	406.154	4.415	37.3161335	-118.5534882                                                                                                                                
CA	06027000300	11875195	2406	4.585	0.001	37.3642463	-118.437388                                                                                                                                         
CA	06027000400	9621589	13948	3.715	0.005	37.3653589	-118.4048952                                                                                                                                        
CA	06027000500	6774938519	22267577	2615.818	8.598	36.9446572	-117.9010501                                                                                                                               
CA	06027000800	17743920238	41657866	6850.966	16.084	36.2047334	-117.1188147                                                                                                                             
CA	06029000102	1706818	0	0.659	0.	35.4295962	-119.0170153                                                                                                                                               
CA	06029000103	1261429	0	0.487	0.	35.423065	-119.0298635                                                                                                                                                
CA	06029000104	1102840	0	0.426	0.	35.4454371	-119.0327191                                                                                                                                               
CA	06029000105	2056891	0	0.794	0.	35.4328712	-119.0289016                                                                                                                                               
CA	06029000106	15998656	0	6.177	0.	35.4434742	-119.0570396                                                                                                                                              
CA	06029000201	1399082	0	0.54	0.	35.4163005	-119.0249519                                                                                                                                                
CA	06029000202	1538674	0	0.594	0.	35.4165703	-119.0461164                                                                                                                                               
CA	06029000300	1518290	0	0.586	0.	35.4111131	-119.0286467                                                                                                                                               
CA	06029000400	3020183	139255	1.166	0.054	35.4058896	-119.033747                                                                                                                                        
CA	06029000504	3329689	0	1.286	0.	35.4177692	-119.0735909                                                                                                                                               
CA	06029000505	1954224	0	0.755	0.	35.4069512	-119.0833307                                                                                                                                               
CA	06029000506	3264761	0	1.261	0.	35.3924387	-119.0832775                                                                                                                                               
CA	06029000507	17063094	441166	6.588	0.17	35.3867101	-119.0632205                                                                                                                                       
CA	06029000508	3599349	35845	1.39	0.014	35.430901	-119.0877034                                                                                                                                          
CA	06029000509	3869220	0	1.494	0.	35.4305938	-119.1010843                                                                                                                                               
CA	06029000510	2809119	0	1.085	0.	35.4298571	-119.1154677                                                                                                                                               
CA	06029000601	1510841	144124	0.583	0.056	35.3991976	-119.00964                                                                                                                                         
CA	06029000602	633784	0	0.245	0.	35.394333	-119.0146151                                                                                                                                                 
CA	06029000603	2189740	128202	0.845	0.049	35.3900332	-119.0159176                                                                                                                                       
CA	06029000701	1105424	0	0.427	0.	35.3909803	-118.9988901                                                                                                                                               
CA	06029000702	1605284	0	0.62	0.	35.402274	-118.9928535                                                                                                                                                 
CA	06029000800	2331736	0	0.9	0.	35.4041112	-118.9759714                                                                                                                                                 
CA	06029000902	1325575	0	0.512	0.	35.4050165	-118.9631281                                                                                                                                               
CA	06029000903	1655594	0	0.639	0.	35.4034053	-118.9550624                                                                                                                                               
CA	06029000904	2279236	0	0.88	0.	35.3894623	-118.9584296                                                                                                                                                
CA	06029000905	1286999	0	0.497	0.	35.3794847	-118.9585218                                                                                                                                               
CA	06029000906	1316502	0	0.508	0.	35.3796683	-118.9406532                                                                                                                                               
CA	06029000907	1270876	0	0.491	0.	35.379737	-118.9229278                                                                                                                                                
CA	06029000908	2114219	0	0.816	0.	35.4020275	-118.9413337                                                                                                                                               
CA	06029000909	2701826	0	1.043	0.	35.3898279	-118.9394705                                                                                                                                               
CA	06029000911	1059172	0	0.409	0.	35.3998325	-118.9219087                                                                                                                                               
CA	06029000912	6255106	0	2.415	0.	35.3896386	-118.9082647                                                                                                                                               
CA	06029000913	5413192	0	2.09	0.	35.4049931	-118.8966232                                                                                                                                                
CA	06029000914	25630244	0	9.896	0.	35.4222473	-118.9079019                                                                                                                                              
CA	06029001001	43501892	0	16.796	0.	35.3579658	-118.8755564                                                                                                                                             
CA	06029001002	982581	0	0.379	0.	35.3671437	-118.9097512                                                                                                                                                
CA	06029001003	2214125	0	0.855	0.	35.3724048	-118.9022271                                                                                                                                               
CA	06029001101	2814696	0	1.087	0.	35.3682658	-118.9226604                                                                                                                                               
CA	06029001104	1117684	0	0.432	0.	35.3697841	-118.936261                                                                                                                                                
CA	06029001105	911591	0	0.352	0.	35.370833	-118.9451246                                                                                                                                                 
CA	06029001106	692361	0	0.267	0.	35.3707155	-118.9574332                                                                                                                                                
CA	06029001107	550527	0	0.213	0.	35.3743302	-118.9580398                                                                                                                                                
CA	06029001201	1089725	0	0.421	0.	35.3874473	-118.9720353                                                                                                                                               
CA	06029001202	1485487	0	0.574	0.	35.377139	-118.9753831                                                                                                                                                
CA	06029001301	1027441	0	0.397	0.	35.3834279	-118.9825024                                                                                                                                               
CA	06029001302	935856	0	0.361	0.	35.3809977	-118.994198                                                                                                                                                 
CA	06029001401	1242969	0	0.48	0.	35.3907585	-118.9903908                                                                                                                                                
CA	06029001402	1107133	0	0.427	0.	35.3939667	-118.9781966                                                                                                                                               
CA	06029001500	2352333	0	0.908	0.	35.3722473	-118.9890643                                                                                                                                               
CA	06029001600	3602906	0	1.391	0.	35.3769582	-119.0153949                                                                                                                                               
CA	06029001700	3615010	72401	1.396	0.028	35.3786716	-119.033399                                                                                                                                         
CA	06029001801	2487330	0	0.96	0.	35.3601532	-119.0495029                                                                                                                                                
CA	06029001803	1274525	0	0.492	0.	35.3579308	-119.083759                                                                                                                                                
CA	06029001804	3340772	377062	1.29	0.146	35.3660088	-119.0603689                                                                                                                                        
CA	06029001901	1728800	0	0.667	0.	35.3608268	-119.0347862                                                                                                                                               
CA	06029001902	1711055	0	0.661	0.	35.3604639	-119.0241678                                                                                                                                               
CA	06029002001	1437647	0	0.555	0.	35.3604141	-119.0074086                                                                                                                                               
CA	06029002002	1139858	0	0.44	0.	35.3604441	-119.0153687                                                                                                                                                
CA	06029002100	1438067	0	0.555	0.	35.3604083	-118.9985312                                                                                                                                               
CA	06029002201	791718	0	0.306	0.	35.3566594	-118.9887513                                                                                                                                                
CA	06029002202	1141605	0	0.441	0.	35.3645543	-118.9873352                                                                                                                                               
CA	06029002302	2390588	0	0.923	0.	35.3597374	-118.975107                                                                                                                                                
CA	06029002303	3728899	0	1.44	0.	35.35765	-118.9344716                                                                                                                                                  
CA	06029002304	1397823	0	0.54	0.	35.3600931	-118.9542942                                                                                                                                                
CA	06029002305	1541011	0	0.595	0.	35.3614351	-118.9631621                                                                                                                                               
CA	06029002401	10052677	0	3.881	0.	35.3241289	-118.9231677                                                                                                                                              
CA	06029002402	1099662	0	0.425	0.	35.3459412	-118.9453392                                                                                                                                               
CA	06029002403	28945957	0	11.176	0.	35.3231961	-118.9590308                                                                                                                                             
CA	06029002501	2459385	0	0.95	0.	35.3462897	-118.9932858                                                                                                                                                
CA	06029002502	546497	0	0.211	0.	35.3362806	-118.9902464                                                                                                                                                
CA	06029002503	2489252	0	0.961	0.	35.329614	-118.9939388                                                                                                                                                
CA	06029002600	2264909	0	0.874	0.	35.3457339	-119.0117158                                                                                                                                               
CA	06029002701	1357176	0	0.524	0.	35.3430846	-119.0304638                                                                                                                                               
CA	06029002702	1187069	0	0.458	0.	35.3496301	-119.0295124                                                                                                                                               
CA	06029002804	2387935	0	0.922	0.	35.3449134	-119.0678215                                                                                                                                               
CA	06029002806	4529675	695066	1.749	0.268	35.351302	-119.105562                                                                                                                                         
CA	06029002807	3141481	0	1.213	0.	35.3457879	-119.0825787                                                                                                                                               
CA	06029002811	3802021	0	1.468	0.	35.3371405	-119.1201183                                                                                                                                               
CA	06029002813	1602069	0	0.619	0.	35.3431099	-119.0506301                                                                                                                                               
CA	06029002814	1437345	0	0.555	0.	35.3359425	-119.049604                                                                                                                                                
CA	06029002815	1308336	0	0.505	0.	35.3286336	-119.0481028                                                                                                                                               
CA	06029002816	1658074	0	0.64	0.	35.3264609	-119.0617564                                                                                                                                                
CA	06029002817	1440630	0	0.556	0.	35.3273754	-119.070111                                                                                                                                                
CA	06029002818	1742302	0	0.673	0.	35.3323425	-119.0852278                                                                                                                                               
CA	06029002819	1650635	0	0.637	0.	35.3230419	-119.0823043                                                                                                                                               
CA	06029002820	2683049	0	1.036	0.	35.3180791	-119.1187516                                                                                                                                               
CA	06029002821	1808603	0	0.698	0.	35.3162893	-119.1021478                                                                                                                                               
CA	06029002822	2251088	0	0.869	0.	35.3328959	-119.1045016                                                                                                                                               
CA	06029002823	1377652	0	0.532	0.	35.3272161	-119.0959308                                                                                                                                               
CA	06029002824	397484	0	0.153	0.	35.3510055	-119.0582925                                                                                                                                                
CA	06029002825	1195770	0	0.462	0.	35.3503446	-119.0477783                                                                                                                                               
CA	06029002901	1359957	0	0.525	0.	35.3358268	-119.0304842                                                                                                                                               
CA	06029002902	1316261	0	0.508	0.	35.3286242	-119.0301956                                                                                                                                               
CA	06029003001	1331284	0	0.514	0.	35.328561	-119.0121173                                                                                                                                                
CA	06029003002	1331145	0	0.514	0.	35.3358221	-119.012111                                                                                                                                                
CA	06029003103	4841538	0	1.869	0.	35.3095691	-118.9945269                                                                                                                                               
CA	06029003112	2990531	21487	1.155	0.008	35.3174932	-119.0458982                                                                                                                                        
CA	06029003113	2222668	0	0.858	0.	35.3179747	-119.0288351                                                                                                                                               
CA	06029003124	3972596	0	1.534	0.	35.3070654	-119.0655635                                                                                                                                               
CA	06029003125	1331497	0	0.514	0.	35.3212993	-119.0121236                                                                                                                                               
CA	06029003126	1331482	0	0.514	0.	35.3140372	-119.0121312                                                                                                                                               
CA	06029003127	1331776	0	0.514	0.	35.3067749	-119.0121373                                                                                                                                               
CA	06029003128	1331706	0	0.514	0.	35.2995126	-119.0121441                                                                                                                                               
CA	06029003129	2619961	0	1.012	0.	35.3034813	-119.1010344                                                                                                                                               
CA	06029003130	1410635	0	0.545	0.	35.3000628	-119.0833167                                                                                                                                               
CA	06029003131	2544973	0	0.983	0.	35.3110896	-119.0832892                                                                                                                                               
CA	06029003132	1299335	0	0.502	0.	35.2995582	-119.0478187                                                                                                                                               
CA	06029003133	2203107	0	0.851	0.	35.3049001	-119.0426668                                                                                                                                               
CA	06029003134	1304888	0	0.504	0.	35.3035184	-119.1143189                                                                                                                                               
CA	06029003135	1385084	0	0.535	0.	35.3035181	-119.1234186                                                                                                                                               
CA	06029003136	599220	0	0.231	0.	35.3053938	-119.0303474                                                                                                                                                
CA	06029003137	1064048	0	0.411	0.	35.3024984	-119.0250417                                                                                                                                               
CA	06029003203	1698449	0	0.656	0.	35.3510332	-119.1514658                                                                                                                                               
CA	06029003207	2469460	0	0.953	0.	35.2888869	-119.0203666                                                                                                                                               
CA	06029003208	3889216	0	1.502	0.	35.2886404	-118.9986461                                                                                                                                               
CA	06029003209	1294228	0	0.5	0.	35.2886982	-119.0522457                                                                                                                                                 
CA	06029003210	2587490	0	0.999	0.	35.2742008	-119.0478215                                                                                                                                               
CA	06029003211	2051414	0	0.792	0.	35.2737976	-119.0319343                                                                                                                                               
CA	06029003212	4333818	190217	1.673	0.073	35.3382047	-119.1372019                                                                                                                                       
CA	06029003213	26786249	1056087	10.342	0.408	35.3407855	-119.2046722                                                                                                                                    
CA	06029003214	1678445	0	0.648	0.	35.2777713	-119.0145144                                                                                                                                               
CA	06029003215	12005998	0	4.636	0.	35.2610042	-119.000668                                                                                                                                               
CA	06029003216	1489345	0	0.575	0.	35.2881829	-119.0338088                                                                                                                                               
CA	06029003217	1294741	0	0.5	0.	35.288671	-119.0433872                                                                                                                                                  
CA	06029003218	2591914	0	1.001	0.	35.2887733	-119.0655505                                                                                                                                               
CA	06029003219	2596492	0	1.003	0.	35.2742933	-119.0655377                                                                                                                                               
CA	06029003220	40521411	0	15.645	0.	35.2640471	-119.0754843                                                                                                                                             
CA	06029003221	75120809	0	29.004	0.	35.2983441	-119.1848032                                                                                                                                             
CA	06029003222	275625783	0	106.42	0.	35.1899925	-119.1009485                                                                                                                                            
CA	06029003303	239558367	17569	92.494	0.007	35.0702231	-119.451887                                                                                                                                      
CA	06029003304	1600690598	6934593	618.03	2.677	35.2582904	-119.5019126                                                                                                                                  
CA	06029003305	40137955	5718	15.497	0.002	34.802456	-118.9627506                                                                                                                                        
CA	06029003307	1004207741	354323	387.727	0.137	34.9553678	-119.1714843                                                                                                                                  
CA	06029003308	76355354	30155	29.481	0.012	34.8432832	-118.9897489                                                                                                                                      
CA	06029003400	9294127	0	3.588	0.	35.1650776	-119.4672709                                                                                                                                               
CA	06029003500	5928589	0	2.289	0.	35.1444229	-119.4614392                                                                                                                                               
CA	06029003600	5460524	0	2.108	0.	35.1294913	-119.4622029                                                                                                                                               
CA	06029003806	3659744	0	1.413	0.	35.4094907	-119.1014197                                                                                                                                               
CA	06029003807	2625790	0	1.014	0.	35.3907396	-119.1188797                                                                                                                                               
CA	06029003808	2832274	0	1.094	0.	35.3914329	-119.1006532                                                                                                                                               
CA	06029003810	2590962	0	1.	0.	35.3762422	-119.1367321                                                                                                                                                  
CA	06029003811	2623915	0	1.013	0.	35.3761948	-119.1190021                                                                                                                                               
CA	06029003812	4626187	0	1.786	0.	35.3706406	-119.1027528                                                                                                                                               
CA	06029003814	6864788	0	2.651	0.	35.4289772	-119.136883                                                                                                                                                
CA	06029003815	2504524	0	0.967	0.	35.4054176	-119.1364533                                                                                                                                               
CA	06029003816	2670629	0	1.031	0.	35.3910584	-119.1369582                                                                                                                                               
CA	06029003817	2052860	0	0.793	0.	35.4044901	-119.1173012                                                                                                                                               
CA	06029003818	2135983	0	0.825	0.	35.4157363	-119.1225576                                                                                                                                               
CA	06029003819	2602382	0	1.005	0.	35.3762394	-119.1544043                                                                                                                                               
CA	06029003820	3280505	62	1.267	0.	35.3576996	-119.137959                                                                                                                                               
