USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
CA	06079012306	132543340	7628130	51.175	2.945	35.0138709	-120.5630558                                                                                                                                   
CA	06079012403	7383860	0	2.851	0.	35.0194456	-120.5127436                                                                                                                                               
CA	06079012404	8543695	985	3.299	0.	35.0371979	-120.5045934                                                                                                                                             
CA	06079012405	4640517	0	1.792	0.	35.0167341	-120.4788612                                                                                                                                               
CA	06079012406	7480032	0	2.888	0.	35.0441765	-120.4792384                                                                                                                                               
CA	06079012502	4958917	0	1.915	0.	35.493502	-120.6613921                                                                                                                                                
CA	06079012503	4598012	0	1.775	0.	35.4700965	-120.6449015                                                                                                                                               
CA	06079012505	8151478	0	3.147	0.	35.5125257	-120.6841095                                                                                                                                               
CA	06079012601	8962965	108658	3.461	0.042	35.468905	-120.6630718                                                                                                                                        
CA	06079012602	4434670	0	1.712	0.	35.4949371	-120.6894395                                                                                                                                               
CA	06079012705	254368291	65802	98.212	0.025	35.402236	-120.5959099                                                                                                                                      
CA	06079012706	91329699	0	35.263	0.	35.5061275	-120.7601739                                                                                                                                             
CA	06079012707	23535819	0	9.087	0.	35.5570015	-120.7339725                                                                                                                                              
CA	06079012708	2617409659	5755217	1010.588	2.222	35.2185632	-119.9607245                                                                                                                                
CA	06079013000	915680922	29460210	353.546	11.375	35.5589818	-120.9891147                                                                                                                                
CA	06079013100	226793999	793972	87.566	0.307	35.4995179	-120.5628476                                                                                                                                    
CA	06079990000	0	703562867	0.	271.647	35.1806355	-120.8332798                                                                                                                                           
CA	06081600100	14582849	2117751	5.63	0.818	37.6877413	-122.4084093                                                                                                                                      
CA	06081600200	1137962	0	0.439	0.	37.7044761	-122.4157978                                                                                                                                               
CA	06081600300	2190246	0	0.846	0.	37.7021431	-122.4318027                                                                                                                                               
CA	06081600401	519845	0	0.201	0.	37.7054511	-122.444361                                                                                                                                                 
CA	06081600402	402364	0	0.155	0.	37.7051278	-122.4529129                                                                                                                                                
CA	06081600501	539877	0	0.208	0.	37.7001412	-122.4583264                                                                                                                                                
CA	06081600502	807297	0	0.312	0.	37.6949354	-122.4558927                                                                                                                                                
CA	06081600600	769391	0	0.297	0.	37.6975475	-122.4665757                                                                                                                                                
CA	06081600701	523296	0	0.202	0.	37.7063626	-122.4625775                                                                                                                                                
CA	06081600702	310370	0	0.12	0.	37.7033239	-122.4671356                                                                                                                                                 
CA	06081600800	592260	0	0.229	0.	37.6999363	-122.4806606                                                                                                                                                
CA	06081600900	1985792	306980	0.767	0.119	37.7056085	-122.4922777                                                                                                                                       
CA	06081601000	2701564	1452216	1.043	0.561	37.6727071	-122.4929607                                                                                                                                      
CA	06081601100	976408	0	0.377	0.	37.692162	-122.4894101                                                                                                                                                 
CA	06081601200	1961782	0	0.757	0.	37.6932893	-122.4784394                                                                                                                                               
CA	06081601301	514980	0	0.199	0.	37.690259	-122.4664094                                                                                                                                                 
CA	06081601302	592227	0	0.229	0.	37.6858755	-122.4646175                                                                                                                                                
CA	06081601400	1471931	0	0.568	0.	37.6810989	-122.4788078                                                                                                                                               
CA	06081601501	717017	0	0.277	0.	37.6750754	-122.4856364                                                                                                                                                
CA	06081601502	816587	0	0.315	0.	37.6691797	-122.4783648                                                                                                                                                
CA	06081601601	6515803	0	2.516	0.	37.6782568	-122.4497356                                                                                                                                               
CA	06081601603	1182662	0	0.457	0.	37.6554243	-122.4609313                                                                                                                                               
CA	06081601604	1477521	0	0.57	0.	37.6695269	-122.469134                                                                                                                                                 
CA	06081601605	944259	0	0.365	0.	37.6569608	-122.4698327                                                                                                                                                
CA	06081601700	1241829	0	0.479	0.	37.6626736	-122.4560776                                                                                                                                               
CA	06081601800	1847468	0	0.713	0.	37.6552995	-122.4460522                                                                                                                                               
CA	06081601901	888161	0	0.343	0.	37.6659681	-122.4343717                                                                                                                                                
CA	06081601902	1308378	0	0.505	0.	37.6604897	-122.4373082                                                                                                                                               
CA	06081602001	1461481	0	0.564	0.	37.6626495	-122.4197376                                                                                                                                               
CA	06081602002	2244199	0	0.866	0.	37.6713222	-122.4206062                                                                                                                                               
CA	06081602100	480239	0	0.185	0.	37.6618014	-122.4064186                                                                                                                                                
CA	06081602201	497446	0	0.192	0.	37.6572141	-122.4228916                                                                                                                                                
CA	06081602202	437771	0	0.169	0.	37.6551094	-122.4115181                                                                                                                                                
CA	06081602300	10104665	3291438	3.901	1.271	37.6516256	-122.3991322                                                                                                                                     
CA	06081602400	2721941	0	1.051	0.	37.6444886	-122.4357422                                                                                                                                               
CA	06081602500	1190859	0	0.46	0.	37.6399723	-122.4505916                                                                                                                                                
CA	06081602601	774621	0	0.299	0.	37.6463794	-122.4568702                                                                                                                                                
CA	06081602602	644334	0	0.249	0.	37.6460249	-122.4660787                                                                                                                                                
CA	06081602700	1804160	0	0.697	0.	37.6486213	-122.4752474                                                                                                                                               
CA	06081602800	1198207	0	0.463	0.	37.6593942	-122.4838467                                                                                                                                               
CA	06081602900	1360939	842095	0.525	0.325	37.6532841	-122.4918058                                                                                                                                       
CA	06081603000	3540583	623386	1.367	0.241	37.6364758	-122.4859426                                                                                                                                       
CA	06081603100	7276055	1056576	2.809	0.408	37.6187443	-122.4730158                                                                                                                                      
CA	06081603200	4523801	1796604	1.747	0.694	37.5908694	-122.5079606                                                                                                                                      
CA	06081603300	7993755	0	3.086	0.	37.5808809	-122.4857578                                                                                                                                               
CA	06081603400	11576466	0	4.47	0.	37.5945277	-122.4628764                                                                                                                                               
CA	06081603700	1855798	0	0.717	0.	37.6326394	-122.4484921                                                                                                                                               
CA	06081603801	227422	0	0.088	0.	37.620041	-122.4282283                                                                                                                                                 
CA	06081603802	2601740	0	1.005	0.	37.6190778	-122.4345807                                                                                                                                               
CA	06081603900	1971407	0	0.761	0.	37.614101	-122.4171185                                                                                                                                                
CA	06081604000	915011	0	0.353	0.	37.62342	-122.4206865                                                                                                                                                  
CA	06081604102	2320771	0	0.896	0.	37.6332687	-122.4257253                                                                                                                                               
CA	06081604103	573245	0	0.221	0.	37.6186529	-122.4065562                                                                                                                                                
CA	06081604104	544987	0	0.21	0.	37.6290085	-122.4138753                                                                                                                                                 
CA	06081604200	1743787	0	0.673	0.	37.6273901	-122.4061479                                                                                                                                               
CA	06081604400	2047790	61644	0.791	0.024	37.6044311	-122.3887434                                                                                                                                        
CA	06081604500	1626558	0	0.628	0.	37.606214	-122.4100762                                                                                                                                                
CA	06081604600	1422218	0	0.549	0.	37.6002716	-122.4182149                                                                                                                                               
CA	06081604700	1104430	0	0.426	0.	37.5936829	-122.4066696                                                                                                                                               
CA	06081604800	1033921	0	0.399	0.	37.5995339	-122.3977958                                                                                                                                               
CA	06081604900	1544633	0	0.596	0.	37.5892853	-122.3981155                                                                                                                                               
CA	06081605000	4098301	0	1.582	0.	37.5814599	-122.3897966                                                                                                                                               
CA	06081605100	2620759	1639783	1.012	0.633	37.5973795	-122.3682086                                                                                                                                      
CA	06081605200	947762	0	0.366	0.	37.5833866	-122.3766437                                                                                                                                                
CA	06081605300	1104845	0	0.427	0.	37.5820081	-122.3620338                                                                                                                                               
CA	06081605400	2651441	1270706	1.024	0.491	37.5910356	-122.3453899                                                                                                                                      
CA	06081605501	361799	0	0.14	0.	37.5793766	-122.3506015                                                                                                                                                 
CA	06081605502	736090	0	0.284	0.	37.5751582	-122.3471428                                                                                                                                                
CA	06081605600	8587671	0	3.316	0.	37.564885	-122.3690847                                                                                                                                                
CA	06081605700	8068888	0	3.115	0.	37.5480176	-122.3482411                                                                                                                                               
CA	06081605800	1204598	0	0.465	0.	37.5680135	-122.345218                                                                                                                                                
CA	06081605901	456050	0	0.176	0.	37.57385	-122.3366392                                                                                                                                                  
CA	06081605902	317505	0	0.123	0.	37.5702636	-122.330426                                                                                                                                                 
CA	06081606000	767869	3615	0.296	0.001	37.5810274	-122.3314611                                                                                                                                          
CA	06081606100	2567202	2677425	0.991	1.034	37.5807361	-122.3144888                                                                                                                                      
CA	06081606201	629161	0	0.243	0.	37.5750097	-122.3247999                                                                                                                                                
CA	06081606202	575388	0	0.222	0.	37.5702163	-122.3191027                                                                                                                                                
CA	06081606300	1019000	0	0.393	0.	37.5653494	-122.3193395                                                                                                                                               
CA	06081606400	916559	0	0.354	0.	37.561382	-122.3256207                                                                                                                                                 
CA	06081606500	1430267	0	0.552	0.	37.5533155	-122.3309357                                                                                                                                               
CA	06081606600	1119340	0	0.432	0.	37.5528991	-122.3170375                                                                                                                                               
CA	06081606700	1955326	0	0.755	0.	37.5404786	-122.32346                                                                                                                                                 
CA	06081606800	2887440	0	1.115	0.	37.5294842	-122.337771                                                                                                                                                
CA	06081606900	3436894	0	1.327	0.	37.5199653	-122.3457246                                                                                                                                               
CA	06081607000	2278373	0	0.88	0.	37.5247705	-122.3231914                                                                                                                                                
CA	06081607100	1242286	0	0.48	0.	37.5272105	-122.3046072                                                                                                                                                
CA	06081607200	1008532	0	0.389	0.	37.53317	-122.2974907                                                                                                                                                 
CA	06081607300	1294024	0	0.5	0.	37.5342152	-122.3119515                                                                                                                                                 
CA	06081607400	1133446	0	0.438	0.	37.5442997	-122.3122363                                                                                                                                               
CA	06081607500	1962254	0	0.758	0.	37.5467322	-122.2997355                                                                                                                                               
CA	06081607600	1304925	0	0.504	0.	37.5581261	-122.3066879                                                                                                                                               
CA	06081607701	1231412	0	0.475	0.	37.5711424	-122.3033906                                                                                                                                               
CA	06081607702	619407	0	0.239	0.	37.5649305	-122.302688                                                                                                                                                 
CA	06081607800	1034694	29260	0.399	0.011	37.5604085	-122.2954266                                                                                                                                        
CA	06081607900	1335448	292996	0.516	0.113	37.5615414	-122.2864296                                                                                                                                       
CA	06081608001	583779	25097	0.225	0.01	37.55112	-122.2576522                                                                                                                                            
CA	06081608002	850705	302827	0.328	0.117	37.5485489	-122.2676162                                                                                                                                        
CA	06081608013	1167660	266478	0.451	0.103	37.54088	-122.2619095                                                                                                                                         
CA	06081608023	805954	119028	0.311	0.046	37.5411567	-122.2711431                                                                                                                                        
CA	06081608024	702762	0	0.271	0.	37.5499373	-122.2783395                                                                                                                                                
CA	06081608025	2938144	2134205	1.134	0.824	37.5686738	-122.2745605                                                                                                                                      
CA	06081608100	725108	124675	0.28	0.048	37.562035	-122.2617686                                                                                                                                          
CA	06081608200	1018269	114412	0.393	0.044	37.5683879	-122.2596172                                                                                                                                       
CA	06081608300	1002073	541758	0.387	0.209	37.5590519	-122.24891                                                                                                                                         
CA	06081608400	1251238	404164	0.483	0.156	37.5436595	-122.2787295                                                                                                                                       
CA	06081608501	1247551	0	0.482	0.	37.5373868	-122.2888778                                                                                                                                               
CA	06081608502	507264	0	0.196	0.	37.5317393	-122.2825699                                                                                                                                                
CA	06081608600	1693101	12648	0.654	0.005	37.5263341	-122.2736047                                                                                                                                        
CA	06081608700	2511915	0	0.97	0.	37.5208244	-122.2883185                                                                                                                                                
CA	06081608800	2861401	0	1.105	0.	37.5164993	-122.3109497                                                                                                                                               
CA	06081608900	6109857	11005	2.359	0.004	37.5039	-122.3034945                                                                                                                                           
CA	06081609000	1364621	0	0.527	0.	37.5133939	-122.2803174                                                                                                                                               
CA	06081609100	3331093	2037	1.286	0.001	37.5092723	-122.2562667                                                                                                                                         
CA	06081609201	1080383	0	0.417	0.	37.4991322	-122.2566652                                                                                                                                               
CA	06081609202	909158	0	0.351	0.	37.5077834	-122.2658726                                                                                                                                                
CA	06081609300	953571	0	0.368	0.	37.490783	-122.2518537                                                                                                                                                 
CA	06081609400	1087523	0	0.42	0.	37.4946511	-122.2631297                                                                                                                                                
CA	06081609500	1905428	0	0.736	0.	37.5048267	-122.2774924                                                                                                                                               
CA	06081609601	2410138	0	0.931	0.	37.4953796	-122.2832578                                                                                                                                               
CA	06081609602	996738	0	0.385	0.	37.488909	-122.2762011                                                                                                                                                 
CA	06081609603	5981603	0	2.31	0.	37.481517	-122.2815962                                                                                                                                                 
CA	06081609700	5392871	7218	2.082	0.003	37.4681137	-122.280853                                                                                                                                          
CA	06081609800	2048015	0	0.791	0.	37.4722049	-122.253046                                                                                                                                                
CA	06081609900	1259961	0	0.486	0.	37.4800834	-122.2479926                                                                                                                                               
CA	06081610000	1375797	0	0.531	0.	37.4844284	-122.2412155                                                                                                                                               
CA	06081610100	504286	0	0.195	0.	37.4932339	-122.2387004                                                                                                                                                
CA	06081610201	1447140	0	0.559	0.	37.48478	-122.2138236                                                                                                                                                 
CA	06081610202	1706723	22375	0.659	0.009	37.4894615	-122.2304251                                                                                                                                        
CA	06081610203	602056	0	0.232	0.	37.4797864	-122.2233247                                                                                                                                                
CA	06081610302	24044818	9471694	9.284	3.657	37.5289207	-122.2112234                                                                                                                                     
CA	06081610303	3457170	1538235	1.335	0.594	37.54149	-122.2385413                                                                                                                                        
CA	06081610304	2995727	757523	1.157	0.292	37.534191	-122.2577671                                                                                                                                        
CA	06081610400	1009614	0	0.39	0.	37.48254	-122.1915154                                                                                                                                                  
CA	06081610500	1171321	0	0.452	0.	37.4798388	-122.2044791                                                                                                                                               
CA	06081610601	917086	0	0.354	0.	37.4714067	-122.2091124                                                                                                                                                
CA	06081610602	1095152	0	0.423	0.	37.4745729	-122.1975109                                                                                                                                               
CA	06081610700	1121875	0	0.433	0.	37.4699794	-122.2192352                                                                                                                                               
CA	06081610800	504863	0	0.195	0.	37.4701804	-122.2260217                                                                                                                                                
CA	06081610901	514033	0	0.198	0.	37.4788785	-122.2342081                                                                                                                                                
CA	06081610902	587441	0	0.227	0.	37.474582	-122.2300774                                                                                                                                                 
CA	06081611000	1375512	0	0.531	0.	37.4663591	-122.233641                                                                                                                                                
CA	06081611100	3346675	10047	1.292	0.004	37.4580008	-122.2524753                                                                                                                                        
CA	06081611200	1126603	0	0.435	0.	37.4564914	-122.2345971                                                                                                                                               
CA	06081611300	1761359	4125	0.68	0.002	37.451725	-122.2251406                                                                                                                                           
CA	06081611400	8805615	82320	3.4	0.032	37.4463	-122.2147667                                                                                                                                             
CA	06081611500	4186086	0	1.616	0.	37.4675561	-122.1850155                                                                                                                                               
CA	06081611600	839264	0	0.324	0.	37.4748009	-122.1706968                                                                                                                                                
CA	06081611700	10131820	2456677	3.912	0.949	37.4943019	-122.1502245                                                                                                                                     
CA	06081611800	4543407	1540578	1.754	0.595	37.4772604	-122.1329779                                                                                                                                      
CA	06081611901	1180439	0	0.456	0.	37.4653691	-122.1352134                                                                                                                                               
CA	06081611902	2128809	273939	0.822	0.106	37.4674426	-122.1248062                                                                                                                                       
CA	06081612001	655693	0	0.253	0.	37.4698593	-122.150592                                                                                                                                                 
CA	06081612002	623679	0	0.241	0.	37.4665634	-122.1427825                                                                                                                                                
CA	06081612101	659714	0	0.255	0.	37.4605444	-122.1476465                                                                                                                                                
CA	06081612102	317770	0	0.123	0.	37.4560668	-122.136319                                                                                                                                                 
CA	06081612500	2001375	0	0.773	0.	37.4557091	-122.177839                                                                                                                                                
CA	06081612600	1302567	0	0.503	0.	37.4492142	-122.181719                                                                                                                                                
CA	06081612700	1275410	0	0.492	0.	37.4439637	-122.1886855                                                                                                                                               
CA	06081612800	1651059	0	0.637	0.	37.4364465	-122.1923294                                                                                                                                               
CA	06081612900	1591316	0	0.614	0.	37.4321826	-122.2034339                                                                                                                                               
CA	06081613000	4650300	3133	1.795	0.001	37.4229973	-122.2028024                                                                                                                                         
CA	06081613200	40192072	143548	15.518	0.055	37.3746166	-122.2171166                                                                                                                                     
CA	06081613300	9295390	0	3.589	0.	37.4406529	-122.2489961                                                                                                                                               
CA	06081613400	45125070	14986	17.423	0.006	37.4225313	-122.2858204                                                                                                                                      
CA	06081613501	85005600	5409388	32.821	2.089	37.5392855	-122.4240902                                                                                                                                    
CA	06081613502	24118359	2262242	9.312	0.873	37.5209859	-122.4708313                                                                                                                                     
CA	06081613600	20738364	6143667	8.007	2.372	37.5411764	-122.5000467                                                                                                                                     
CA	06081613701	5075304	1552138	1.96	0.599	37.4454799	-122.4377378                                                                                                                                       
CA	06081613702	104969356	5200370	40.529	2.008	37.4437305	-122.3724159                                                                                                                                   
CA	06081613800	467817426	17465118	180.625	6.743	37.2827241	-122.3443974                                                                                                                                 
CA	06081613900	2726905	0	1.053	0.	37.4623895	-122.161986                                                                                                                                                
CA	06081614000	3165620	0	1.222	0.	37.6276315	-122.4598112                                                                                                                                               
CA	06081984300	7955706	3573117	3.072	1.38	37.6203823	-122.3769119                                                                                                                                       
CA	06081990100	0	677709741	0.	261.665	37.6266098	-122.5248394                                                                                                                                           
CA	06083000101	3792510	0	1.464	0.	34.446327	-119.7788151                                                                                                                                                
CA	06083000102	2433380	0	0.94	0.	34.4465042	-119.7525858                                                                                                                                                
CA	06083000103	43037176	10299	16.617	0.004	34.49858	-119.7772649                                                                                                                                        
CA	06083000201	967873	0	0.374	0.	34.4341881	-119.7300809                                                                                                                                                
CA	06083000202	1878629	0	0.725	0.	34.4352997	-119.7418912                                                                                                                                               
CA	06083000301	509983	0	0.197	0.	34.4261948	-119.7150662                                                                                                                                                
CA	06083000302	1021124	0	0.394	0.	34.4309086	-119.7222979                                                                                                                                               
CA	06083000400	2055433	1642	0.794	0.001	34.434415	-119.7101634                                                                                                                                          
CA	06083000501	23507225	126163	9.076	0.049	34.4674371	-119.7080007                                                                                                                                      
CA	06083000502	2970586	0	1.147	0.	34.4445465	-119.7291828                                                                                                                                               
CA	06083000600	4003409	0	1.546	0.	34.4371897	-119.6890139                                                                                                                                               
CA	06083000700	22615507	1410	8.732	0.001	34.4608114	-119.6644434                                                                                                                                        
CA	06083000801	954415	0	0.369	0.	34.4273594	-119.6856662                                                                                                                                                
CA	06083000805	1664759	313076	0.643	0.121	34.4168501	-119.6773323                                                                                                                                       
CA	06083000806	1091157	0	0.421	0.	34.4232883	-119.6764178                                                                                                                                               
CA	06083000900	1808183	0	0.698	0.	34.4221917	-119.6971954                                                                                                                                               
CA	06083001001	642129	0	0.248	0.	34.4153582	-119.701182                                                                                                                                                 
CA	06083001002	615851	0	0.238	0.	34.4210021	-119.7092125                                                                                                                                                
CA	06083001101	825969	0	0.319	0.	34.4203889	-119.7211598                                                                                                                                                
CA	06083001102	562293	0	0.217	0.	34.4161012	-119.712922                                                                                                                                                 
CA	06083001203	1757916	8848	0.679	0.003	34.4075318	-119.714452                                                                                                                                          
CA	06083001206	1171865	521790	0.452	0.201	34.4083748	-119.6958761                                                                                                                                       
CA	06083001208	1810409	227878	0.699	0.088	34.39838	-119.710835                                                                                                                                          
CA	06083001306	4131638	106193	1.595	0.041	34.4141191	-119.7459652                                                                                                                                       
CA	06083001307	2829081	0	1.092	0.	34.4161782	-119.733007                                                                                                                                                
CA	06083001308	2252201	144119	0.87	0.056	34.4064082	-119.7269275                                                                                                                                        
CA	06083001403	2691084	229935	1.039	0.089	34.420412	-119.635808                                                                                                                                         
CA	06083001404	2287244	0	0.883	0.	34.4276484	-119.6398299                                                                                                                                               
CA	06083001500	32122625	12040	12.403	0.005	34.4583786	-119.6074543                                                                                                                                      
CA	06083001601	4225137	0	1.631	0.	34.4052646	-119.5173821                                                                                                                                               
CA	06083001604	2452105	167685	0.947	0.065	34.3968141	-119.5217962                                                                                                                                       
CA	06083001704	6234260	212382	2.407	0.082	34.3885354	-119.4904925                                                                                                                                       
CA	06083001706	121851633	429762	47.047	0.166	34.4401328	-119.5033056                                                                                                                                    
